ID_Vuelo,temp,prcp,snow,wdir,wspd,wpgt,pres,coco
17490084,-3.3,0.0,,130.0,31.7,,1020.5,
17490087,15.0,0.0,,170.0,11.2,,1015.5,
17490089,-9.0,,,,0.0,,,
17490095,6.1,0.0,,150.0,9.4,,1016.9,
17490097,-3.3,0.0,,130.0,31.7,,1020.5,
17490103,-3.3,0.0,,130.0,31.7,,1020.5,
17490109,-3.3,0.0,,130.0,31.7,,1020.5,
17490116,-3.3,0.0,,130.0,31.7,,1020.5,
17490119,13.9,0.0,,280.0,16.6,,1017.1,
17490174,2.2,0.8,,100.0,22.3,,1018.1,7.0
17490203,6.1,0.0,,150.0,9.4,,1016.9,
17490212,16.7,0.0,,260.0,9.4,,1019.8,
17490290,6.1,0.0,,150.0,9.4,,1016.9,
17490393,0.0,1.0,,120.0,9.4,,1023.2,
17490409,5.6,0.5,,100.0,13.0,,1013.7,5.0
17490416,0.6,1.5,,60.0,9.4,,1020.4,10.0
17490426,-3.9,0.0,,290.0,11.2,,1028.0,
17490506,1.7,0.0,,310.0,16.6,,1015.8,
17490563,1.1,0.3,,80.0,13.0,,1022.9,
17490653,-0.6,2.0,,70.0,20.5,,1016.1,
17490780,3.3,,,300.0,14.8,,1007.2,
17490952,3.3,0.0,,230.0,11.2,,1017.2,
17491110,-9.0,,,,0.0,,,
17491256,1.1,0.0,,100.0,11.2,,,
17491402,7.8,0.0,,220.0,14.8,,1008.3,
17491403,-4.4,0.0,,,0.0,,1022.6,
17491417,-4.4,0.0,,,0.0,,1022.6,
17491440,-5.6,0.0,,300.0,9.4,,1030.0,
17491455,-4.4,0.0,,,0.0,,1022.6,
17491463,-10.0,0.0,,,0.0,,1020.5,
17491473,-3.9,0.0,,290.0,11.2,,1028.0,
17491477,-2.2,0.0,,,0.0,,1020.6,
17495034,0.6,2.8,,90.0,22.3,,1020.5,
17497330,0.6,1.5,,60.0,9.4,,1020.4,10.0
17497485,2.2,1.0,,80.0,13.0,,1017.0,7.0
17497912,14.4,0.0,,270.0,24.1,,1016.8,
17497940,-3.3,0.0,,130.0,31.7,,1020.5,
17498858,6.1,0.0,,150.0,9.4,,1016.9,
17498862,6.1,0.0,,150.0,9.4,,1016.9,
17499172,15.6,0.8,,20.0,20.5,,1018.6,
17499280,4.7,,,270.0,5.4,,,
17499773,23.3,,,120.0,24.1,,1022.8,
17499934,0.6,0.0,,,0.0,,1021.5,
17500776,6.1,0.0,,170.0,5.4,,1016.4,
17500918,1.1,,,20.0,7.6,,1013.0,
17501333,12.2,0.0,,30.0,16.6,,1018.1,
17501402,12.2,0.0,,30.0,16.6,,1018.1,
17501421,12.2,0.0,,30.0,16.6,,1018.1,
17502271,10.6,0.0,,300.0,9.4,,1019.5,
17502567,15.6,0.0,,250.0,7.6,,1015.1,
17502765,15.6,0.0,,320.0,14.8,,1017.1,
17502783,15.6,0.0,,320.0,14.8,,1017.1,
17502802,15.6,0.0,,320.0,14.8,,1017.1,
17504048,-16.1,0.0,,10.0,14.8,,993.2,
17504049,-25.0,0.0,,330.0,5.4,,1001.5,
17504360,-3.9,0.0,,70.0,0.0,,1014.7,
17504364,-3.9,0.0,,70.0,0.0,,1014.7,
17504861,6.7,0.0,,230.0,20.5,,1009.5,
17507240,-3.9,0.0,,70.0,0.0,,1014.7,
17507242,-3.9,0.0,,70.0,0.0,,1014.7,
17507245,-3.9,0.0,,70.0,0.0,,1014.7,
17510204,10.6,0.0,,300.0,13.0,,1020.0,
17510211,8.9,3.6,,340.0,14.8,,1021.1,
17510237,6.7,0.2,,110.0,13.0,,,8.0
17510281,11.7,0.0,,300.0,7.6,,1019.9,5.0
17510337,10.6,0.0,,20.0,7.6,,1019.8,
17510338,-3.3,0.0,,360.0,9.4,,1026.6,5.0
17510454,6.7,0.2,,110.0,13.0,,,8.0
17510479,-7.8,,,300.0,9.4,,1017.5,
17510504,-3.9,,,260.0,7.6,,1005.8,
17510529,-7.8,,,300.0,9.4,,1017.5,
17510629,-3.9,0.0,,70.0,0.0,,1014.7,
17510714,10.6,0.0,,20.0,7.6,,1019.8,
17510715,-3.3,0.0,,360.0,9.4,,1026.6,5.0
17510759,-3.9,0.0,,70.0,0.0,,1014.7,
17510796,2.0,,,90.0,5.4,,,
17510852,-7.8,,,300.0,9.4,,1017.5,
17510902,10.6,0.0,,20.0,7.6,,1019.8,
17510916,16.1,0.0,,270.0,7.6,,1019.2,
17510919,6.1,0.0,,,0.0,,1021.0,
17510932,10.6,0.0,,20.0,7.6,,1019.8,
17510963,6.1,0.0,,,0.0,,1021.0,
17510964,10.6,0.0,,20.0,7.6,,1019.8,
17510965,10.6,0.0,,20.0,7.6,,1019.8,
17510966,10.6,0.0,,20.0,7.6,,1019.8,
17510970,10.6,0.0,,20.0,7.6,,1019.8,
17511013,10.6,0.0,,20.0,7.6,,1019.8,
17511020,10.6,0.0,,20.0,7.6,,1019.8,
17511044,10.6,0.0,,20.0,7.6,,1019.8,
17511045,13.9,0.0,,330.0,16.6,,1016.5,
17511048,10.6,0.0,,20.0,7.6,,1019.8,
17511066,10.6,0.0,,20.0,7.6,,1019.8,
17511080,8.3,0.0,,130.0,9.4,,1019.8,
17511081,10.6,0.0,,20.0,7.6,,1019.8,
17511087,10.6,0.0,,20.0,7.6,,1019.8,
17511125,-7.8,,,300.0,9.4,,1017.5,
17511126,7.8,0.0,,180.0,9.4,,1011.2,
17511139,10.6,0.0,,20.0,7.6,,1019.8,
17511148,10.6,0.0,,20.0,7.6,,1019.8,
17511159,15.0,0.0,,280.0,9.4,,1019.7,
17511160,10.6,0.0,,20.0,7.6,,1019.8,
17511169,10.6,0.0,,20.0,7.6,,1019.8,
17511175,-11.1,0.0,,320.0,0.0,,1028.3,5.0
17511178,15.0,0.0,,160.0,5.4,,1018.4,
17511201,10.6,0.0,,20.0,7.6,,1019.8,
17511238,18.3,0.0,,110.0,9.4,,1018.9,
17511239,-5.8,,,,0.0,,,
17511243,15.0,0.0,,280.0,9.4,,1019.7,
17511249,8.3,0.0,,130.0,9.4,,1019.8,
17511255,10.6,0.0,,20.0,7.6,,1019.8,
17511258,10.6,0.0,,20.0,7.6,,1019.8,
17511273,8.9,3.6,,340.0,14.8,,1021.1,
17511274,15.0,0.0,,160.0,5.4,,1018.4,
17511307,1.1,0.0,,70.0,9.4,,1021.6,
17511322,10.6,0.0,,20.0,7.6,,1019.8,
17511331,15.6,0.0,,230.0,11.2,,1016.3,
17511352,15.6,0.0,,230.0,11.2,,1016.3,
17511363,15.0,0.0,,160.0,5.4,,1018.4,
17511367,10.6,0.0,,20.0,7.6,,1019.8,
17511379,10.6,0.0,,20.0,7.6,,1019.8,
17511411,10.6,0.0,,20.0,7.6,,1019.8,
17511417,10.6,1.0,,150.0,11.2,,1015.0,
17511427,10.6,0.0,,20.0,7.6,,1019.8,
17511439,-11.1,0.0,,320.0,0.0,,1028.3,5.0
17511449,15.0,0.0,,280.0,9.4,,1019.7,
17511450,-3.3,0.0,,360.0,9.4,,1026.6,5.0
17511461,10.6,0.0,,20.0,7.6,,1019.8,
17511473,6.1,0.0,,320.0,9.4,,1012.7,7.0
17511489,4.4,0.0,,320.0,5.4,,1021.4,
17511495,-9.0,,,330.0,7.6,,,
17511499,10.6,0.0,,20.0,7.6,,1019.8,
17511511,-9.0,,,330.0,7.6,,,
17511526,1.1,0.0,,70.0,9.4,,1021.6,
17511549,10.6,0.0,,20.0,7.6,,1019.8,
17511563,10.6,0.0,,20.0,7.6,,1019.8,
17511574,10.6,0.0,,20.0,7.6,,1019.8,
17511581,10.6,0.0,,20.0,7.6,,1019.8,
17511602,1.1,0.0,,20.0,9.4,,1011.9,5.0
17511603,0.0,0.0,,80.0,5.4,,1013.1,
17511625,-2.2,0.0,,310.0,20.5,,1020.2,
17511644,0.6,0.0,,180.0,22.3,,1015.9,
17511660,0.0,0.0,,,0.0,,1013.5,
17515894,19.4,0.0,,150.0,7.6,,1021.3,
17517645,15.0,0.0,,30.0,13.0,,1017.8,7.0
17518110,4.4,0.0,,220.0,16.6,,1009.8,
17518919,-20.0,0.0,,,0.0,,991.5,
17518920,-22.8,0.0,,70.0,13.0,,997.3,
17518921,-20.0,0.0,,,0.0,,991.5,
17518922,-22.8,0.0,,70.0,13.0,,997.3,
17518923,-20.0,0.0,,,0.0,,991.5,
17518924,-5.0,0.0,,280.0,25.9,,990.9,
17518938,-2.2,0.0,,100.0,0.0,,974.3,
17519764,1.1,0.0,,240.0,20.5,,1017.4,
17519774,17.9,,,,0.0,,1019.9,
17521934,10.6,0.0,,100.0,9.4,,1015.8,
17522797,1.7,0.0,,220.0,16.6,,1018.9,
17523065,1.7,0.0,,220.0,16.6,,1018.9,
17523105,-6.1,0.0,,200.0,13.0,,1016.1,
17523109,2.8,0.0,,240.0,11.2,,1017.9,
17523110,17.2,0.0,,170.0,9.4,,1015.5,
17523495,8.3,0.3,,110.0,22.3,,992.3,
17523506,16.7,0.0,,250.0,5.4,,1018.9,
17523592,-1.7,0.0,,170.0,18.4,,1006.0,
17523773,-6.1,0.0,,200.0,13.0,,1016.1,
17524029,-2.8,0.0,,180.0,9.4,,1006.0,
17524067,11.1,0.0,,130.0,14.8,,999.1,
17524104,16.7,0.0,,130.0,11.2,,1017.2,
17524182,-1.1,,,270.0,13.0,,1002.0,
17524302,-0.7,,,110.0,9.4,,,
17524352,5.0,0.0,,130.0,11.2,,1007.7,
17524402,1.7,0.0,,220.0,16.6,,1018.9,
17524534,11.1,0.8,,130.0,42.5,,1006.5,
17524586,5.0,0.0,,130.0,11.2,,1007.7,
17524590,5.0,0.0,,130.0,11.2,,1019.0,
17524629,11.1,0.8,,130.0,42.5,,1006.5,
17524670,2.8,0.0,,230.0,11.2,,1013.4,
17524708,-3.3,,,80.0,13.0,,1015.6,
17524729,0.6,0.0,,190.0,7.6,,1010.1,
17524731,0.6,0.0,,190.0,7.6,,1010.1,
17524740,2.8,0.0,,,0.0,,1015.1,
17524745,1.1,0.0,,240.0,11.2,,1012.8,
17524750,1.1,0.0,,140.0,9.4,,1012.2,
17524764,3.3,0.0,,190.0,11.2,,1015.4,
17526296,12.2,0.0,,20.0,7.6,,1014.4,
17528727,15.0,0.0,,290.0,16.6,,1020.7,
17533063,1.7,0.0,,220.0,16.6,,1018.9,
17533139,1.7,0.0,,220.0,16.6,,1018.9,
17534930,0.2,,,,0.0,,,
17534931,3.9,,,140.0,14.8,,,
17534978,-2.2,1.8,,220.0,24.1,,1008.8,
17534979,13.3,,,100.0,9.4,,1010.7,
17534990,2.2,0.3,,110.0,16.6,,1007.3,
17534991,4.4,0.0,,,0.0,,1004.7,
17535001,13.3,,,100.0,9.4,,1010.7,
17535003,13.3,,,100.0,9.4,,1010.7,
17535004,13.9,0.0,,,0.0,,1010.8,
17535006,11.1,0.0,,100.0,18.4,,1006.0,7.0
17535010,13.9,0.0,,,0.0,,1010.8,
17535013,13.3,,,100.0,9.4,,1010.7,
17535016,10.0,0.0,,120.0,11.2,,1008.6,
17535025,3.9,,,140.0,14.8,,,
17535037,-2.2,1.8,,220.0,24.1,,1008.8,
17535101,0.6,0.0,,,0.0,,1012.2,
17535104,3.9,,,140.0,14.8,,,
17535278,-3.0,,,120.0,9.4,,,
17535355,1.7,0.0,,110.0,7.6,,1014.8,
17535356,10.0,,,90.0,7.6,,,7.0
17535400,13.9,0.0,,,0.0,,1010.8,
17535479,1.7,,,90.0,7.6,,1004.4,
17535507,-0.6,,,300.0,9.4,,1008.3,
17535510,2.2,0.0,,,0.0,,1017.9,
17535557,1.7,0.0,,110.0,7.6,,1014.8,
17535558,1.7,0.0,,60.0,7.6,,1016.3,
17535594,2.8,0.0,,140.0,11.2,,1015.2,
17535660,1.7,0.0,,110.0,7.6,,1014.8,
17535670,2.2,0.0,,140.0,11.2,,1008.0,
17535671,1.1,0.0,,130.0,16.6,,1008.3,
17535676,-0.6,,,300.0,9.4,,1008.3,
17535677,1.7,,,90.0,7.6,,1004.4,
17535678,-0.6,,,300.0,9.4,,1008.3,
17535713,2.8,0.0,,50.0,7.6,,1017.2,
17535714,1.7,0.0,,110.0,7.6,,1014.8,
17535734,-3.0,,,120.0,9.4,,,
17535754,8.3,0.8,,100.0,13.0,,1010.2,
17535775,2.8,0.0,,70.0,5.4,,1002.9,
17535899,-1.1,0.0,,180.0,20.5,,1001.7,
17535902,-1.1,0.0,,180.0,20.5,,1001.7,
17535904,3.9,0.0,,190.0,16.6,,995.0,
17535905,-1.1,0.0,,180.0,20.5,,1001.7,
17535913,1.1,0.0,,170.0,9.4,,997.3,
17535917,0.6,0.0,,90.0,5.4,,1014.6,
17535918,4.4,0.0,,,0.0,,1004.7,
17535919,-7.8,,,,0.0,,1011.8,
17535924,6.1,,,80.0,9.4,,1002.5,
17535932,5.0,0.0,,130.0,5.4,,1003.3,
17535965,5.6,,,,0.0,,1005.1,
17536038,3.3,0.3,,60.0,14.8,,1003.6,
17536061,-1.1,,,330.0,16.6,,1007.0,
17536501,13.9,0.0,,210.0,7.6,,1010.9,
17536504,13.9,0.0,,210.0,7.6,,1010.9,
17536855,15.0,0.0,,180.0,22.3,,1003.2,
17536867,15.0,0.0,,180.0,22.3,,1003.2,
17536954,15.0,0.0,,180.0,22.3,,1003.2,
17536955,15.0,0.0,,180.0,22.3,,1003.2,
17537190,1.7,0.0,,120.0,16.6,,1000.4,
17537566,11.7,0.0,,230.0,13.0,,1006.1,
17537588,11.7,0.0,,230.0,13.0,,1006.1,
17537605,11.7,0.0,,230.0,13.0,,1006.1,
17537669,11.7,0.0,,230.0,13.0,,1006.1,
17537692,11.7,0.0,,230.0,13.0,,1006.1,
17537697,11.7,0.0,,230.0,13.0,,1006.1,
17537706,11.7,0.0,,230.0,13.0,,1006.1,
17537713,11.7,0.0,,230.0,13.0,,1006.1,
17537717,11.7,0.0,,230.0,13.0,,1006.1,
17537736,11.7,0.0,,230.0,13.0,,1006.1,
17537745,11.7,0.0,,230.0,13.0,,1006.1,
17537747,11.7,0.0,,230.0,13.0,,1006.1,
17538841,4.6,,,,0.0,,,
17539018,2.2,0.0,,140.0,11.2,,1008.0,
17542680,18.9,0.0,,100.0,13.0,,1011.6,
17542726,1.1,0.0,,130.0,16.6,,1008.3,
17543022,14.4,0.0,,250.0,24.1,,1012.4,
17543221,-3.8,,,100.0,7.6,,,
17543316,13.9,0.0,,,0.0,,1010.8,
17543318,-1.1,,,330.0,16.6,,1007.0,
17543392,5.0,0.0,,210.0,13.0,,993.1,
17543443,2.2,0.3,,110.0,16.6,,1007.3,
17543476,14.4,0.0,,250.0,24.1,,1012.4,
17543479,-1.1,,,330.0,16.6,,1007.0,
17543483,-1.1,,,330.0,16.6,,1007.0,
17543487,-3.0,,,120.0,9.4,,,
17543507,-3.0,,,120.0,9.4,,,
17543529,2.2,,,100.0,7.6,,1011.1,
17543548,12.2,,,200.0,9.4,,1010.3,
17543587,1.7,0.0,,110.0,7.6,,1014.8,
17543588,1.1,0.0,,,0.0,,1013.5,
17543591,0.6,,,140.0,11.2,,1015.6,
17543596,0.6,0.0,,150.0,14.8,,1002.6,
17543625,-0.6,,,300.0,9.4,,1008.3,
17543646,0.0,,,190.0,7.6,,1014.4,
17543660,0.0,0.0,,170.0,11.2,,1012.0,
17543683,1.7,0.0,,110.0,7.6,,1014.8,
17543692,0.6,0.0,,250.0,11.2,,1006.4,
17543693,-1.1,0.0,,130.0,7.6,,1003.7,
17543711,14.4,0.0,,250.0,24.1,,1012.4,
17543713,14.4,0.0,,250.0,24.1,,1012.4,
17544375,12.2,0.0,,230.0,11.2,,1010.4,
17544414,12.2,0.0,,230.0,11.2,,1010.4,
17544443,12.2,0.0,,230.0,11.2,,1010.4,
17544598,13.3,,,100.0,9.4,,1010.7,
17544655,13.3,,,100.0,9.4,,1010.7,
17544668,13.3,,,100.0,9.4,,1010.7,
17544670,13.3,,,100.0,9.4,,1010.7,
17544716,13.3,,,100.0,9.4,,1010.7,
17544743,13.3,,,100.0,9.4,,1010.7,
17544761,13.3,,,100.0,9.4,,1010.7,
17544851,3.9,0.0,,210.0,11.2,,1005.4,
17544853,3.9,0.0,,210.0,11.2,,1005.4,
17544921,15.0,0.0,,290.0,9.4,,1014.4,
17544939,15.0,0.0,,290.0,9.4,,1014.4,
17544944,15.0,0.0,,290.0,9.4,,1014.4,
17544950,15.0,0.0,,290.0,9.4,,1014.4,
17544973,15.0,0.0,,290.0,9.4,,1014.4,
17544983,15.0,0.0,,290.0,9.4,,1014.4,
17544988,15.0,0.0,,290.0,9.4,,1014.4,
17545005,10.6,0.0,,,0.0,,1006.9,
17545020,19.4,0.0,,210.0,13.0,,1005.6,
17545031,19.4,0.0,,210.0,13.0,,1005.6,
17545088,12.2,,,200.0,9.4,,1010.3,
17545176,12.2,0.0,,200.0,7.6,,1010.5,
17545177,12.2,0.0,,200.0,7.6,,1010.5,
17545179,12.2,0.0,,200.0,7.6,,1010.5,
17545191,12.2,0.0,,200.0,7.6,,1010.5,
17545217,-0.6,,,300.0,9.4,,1008.3,
17545230,-0.6,,,300.0,9.4,,1008.3,
17545251,11.7,0.0,,190.0,18.4,,1008.9,
17545252,11.7,0.0,,190.0,18.4,,1008.9,
17545256,11.7,0.0,,190.0,18.4,,1008.9,
17545293,11.7,0.0,,190.0,18.4,,1008.9,
17545304,14.4,0.0,,230.0,11.2,,1013.0,
17545330,14.4,0.0,,230.0,11.2,,1013.0,
17545333,14.4,0.0,,230.0,11.2,,1013.0,
17545347,14.4,0.0,,230.0,11.2,,1013.0,
17545388,7.2,0.0,,50.0,7.6,,1005.6,
17547013,17.2,0.0,,250.0,5.4,,1008.1,
17547573,11.7,0.0,,230.0,13.0,,1006.1,
17548109,19.4,0.0,,120.0,14.8,,1008.5,
17550317,2.0,,,200.0,5.4,,,
17550323,11.1,0.0,,,0.0,,1012.3,5.0
17550731,23.9,0.0,,170.0,9.4,,1015.1,
17550747,26.1,0.0,,180.0,22.3,,1010.9,
17552603,5.0,,,140.0,11.2,,,
17552614,5.0,,,140.0,11.2,,,
17553606,10.6,0.0,,250.0,11.2,,1001.2,
17556166,19.4,2.5,,140.0,20.5,,1005.0,
17556176,5.0,,,140.0,11.2,,,
17556199,1.7,0.0,,360.0,5.4,,,
17556204,5.0,,,140.0,11.2,,,
17556246,5.0,,,140.0,11.2,,,
17556269,5.0,,,140.0,11.2,,,
17556333,4.4,0.0,,200.0,7.6,,1007.6,
17556351,17.2,0.0,,,0.0,,1010.2,
17556352,17.8,0.0,,,0.0,,1010.9,
17556542,23.9,0.0,,170.0,9.4,,1015.1,
17556753,5.0,,,140.0,11.2,,,
17556778,11.1,0.3,,130.0,14.8,,1001.2,7.0
17556785,-2.2,,,,0.0,,1004.7,
17556792,-7.2,0.0,,,0.0,,998.6,
17556799,10.6,2.8,,40.0,11.2,,997.8,
17556800,10.6,2.8,,40.0,11.2,,997.8,
17556842,2.0,,,200.0,5.4,,,
17556849,-2.2,1.0,,220.0,24.1,,998.6,
17556892,5.0,,,140.0,11.2,,,
17557031,4.4,0.0,,200.0,7.6,,1007.6,
17557089,1.7,0.0,,130.0,18.4,,1001.7,
17557094,1.7,0.0,,360.0,5.4,,,
17557095,4.4,0.0,,200.0,7.6,,1007.6,
17557096,1.1,0.0,,220.0,5.4,,1007.2,
17557121,17.2,0.0,,,0.0,,1010.2,
17557182,-3.3,0.0,,300.0,5.4,,996.0,
17557273,4.4,0.0,,200.0,7.6,,1007.6,
17557274,1.1,0.0,,220.0,5.4,,1007.2,
17557276,2.2,,,,0.0,,1005.6,
17557277,4.4,0.0,,200.0,7.6,,1007.6,
17557287,4.4,0.0,,200.0,7.6,,1007.6,
17557298,10.6,2.8,,40.0,11.2,,997.8,
17557300,-1.0,,,120.0,18.4,,,
17557325,3.7,,,240.0,5.4,,,
17557327,4.4,0.0,,150.0,5.4,,1006.9,
17557364,-7.2,0.0,,,0.0,,998.6,
17557385,5.0,,,140.0,11.2,,,
17557408,1.1,0.0,,220.0,5.4,,1007.2,
17557419,5.0,,,140.0,11.2,,,
17557442,0.6,0.0,,120.0,18.4,,995.7,
17557462,5.0,,,140.0,11.2,,,
17557722,1.7,0.0,,280.0,9.4,,994.9,
17557784,-7.2,0.0,,,0.0,,998.6,
17557839,3.9,0.0,,90.0,9.4,,1001.7,
17557888,-1.0,,,120.0,18.4,,,
17557950,4.4,0.0,,200.0,7.6,,1007.6,
17557951,0.0,,,100.0,16.6,,1008.9,
17557960,0.6,0.0,,,0.0,,1007.1,
17557961,0.6,0.0,,130.0,9.4,,1007.1,
17557992,4.4,0.0,,200.0,7.6,,1007.6,
17557993,4.4,0.0,,200.0,7.6,,1007.6,
17557995,4.4,0.0,,200.0,7.6,,1007.6,
17557997,1.1,0.3,,60.0,7.6,,1004.9,
17557998,1.1,0.0,,120.0,7.6,,1004.7,
17557999,1.7,0.0,,130.0,18.4,,1001.7,
17558000,1.7,0.0,,130.0,18.4,,1001.7,
17558001,1.1,0.0,,120.0,7.6,,1004.7,
17558022,2.2,0.8,,150.0,5.4,,1003.8,
17558590,19.7,,,,0.0,,,
17559166,20.6,0.0,,20.0,5.4,,1004.9,
17561718,11.7,0.0,,110.0,20.5,,,
17561719,13.9,0.0,,260.0,9.4,,1016.4,
17561841,2.2,0.0,,200.0,0.0,,1000.0,5.0
17561846,5.6,0.0,,270.0,5.4,,,
17561882,8.9,0.0,,230.0,5.4,,1000.5,
17561892,8.9,0.0,,230.0,5.4,,1000.5,
17561915,10.0,0.0,,170.0,11.2,,1002.9,
17561916,13.9,0.0,,200.0,5.4,,1004.9,
17561918,13.9,0.0,,200.0,5.4,,1004.9,
17561947,5.6,0.0,,270.0,5.4,,,
17561980,13.9,0.0,,200.0,5.4,,1004.9,
17561981,11.7,0.0,,180.0,0.0,,1005.1,
17561993,13.9,0.0,,200.0,5.4,,1004.9,
17562010,13.9,0.0,,200.0,5.4,,1004.9,
17562011,14.4,0.0,,,0.0,,1002.1,
17562030,10.0,0.0,,90.0,5.4,,999.5,
17562032,13.9,0.0,,200.0,5.4,,1004.9,
17562046,13.9,0.0,,200.0,5.4,,1004.9,
17562095,20.0,12.4,,220.0,16.6,,996.1,26.0
17562883,13.9,0.0,,260.0,9.4,,1016.4,
17563021,13.9,0.0,,200.0,5.4,,1004.9,
17563039,13.9,0.0,,200.0,5.4,,1004.9,
17563084,13.9,0.0,,200.0,5.4,,1004.9,
17563087,13.9,0.0,,200.0,5.4,,1004.9,
17563105,13.9,0.0,,200.0,5.4,,1004.9,
17563170,13.9,0.0,,200.0,5.4,,1004.9,
17563180,13.9,0.0,,200.0,5.4,,1004.9,
17563206,13.9,0.0,,200.0,5.4,,1004.9,
17563252,13.9,0.0,,200.0,5.4,,1004.9,
17563290,13.9,0.0,,200.0,5.4,,1004.9,
17563462,13.9,0.0,,200.0,5.4,,1004.9,
17563499,13.9,0.0,,200.0,5.4,,1004.9,
17563544,13.9,0.0,,200.0,5.4,,1004.9,
17563551,13.9,0.0,,200.0,5.4,,1004.9,
17563572,13.9,0.0,,200.0,5.4,,1004.9,
17563712,13.9,0.0,,200.0,5.4,,1004.9,
17563768,13.9,0.0,,200.0,5.4,,1004.9,
17563783,13.9,0.0,,200.0,5.4,,1004.9,
17563792,13.9,0.0,,200.0,5.4,,1004.9,
17563832,13.9,0.0,,200.0,5.4,,1004.9,
17563833,13.9,0.0,,200.0,5.4,,1004.9,
17563835,13.9,0.0,,200.0,5.4,,1004.9,
17563836,13.9,0.0,,200.0,5.4,,1004.9,
17563913,16.7,5.8,,100.0,24.1,,987.4,
17564078,13.9,0.0,,200.0,5.4,,1004.9,
17564115,13.9,0.0,,200.0,5.4,,1004.9,
17564207,13.9,0.0,,200.0,5.4,,1004.9,
17564213,13.9,0.0,,200.0,5.4,,1004.9,
17564353,13.9,0.0,,200.0,5.4,,1004.9,
17564354,23.9,0.0,,210.0,14.8,,1010.3,
17564363,13.9,0.0,,200.0,5.4,,1004.9,
17564364,23.3,0.0,,180.0,13.0,,1012.0,
17564376,13.9,0.0,,200.0,5.4,,1004.9,
17564446,13.9,0.0,,200.0,5.4,,1004.9,
17564471,13.9,0.0,,200.0,5.4,,1004.9,
17564717,13.9,0.0,,200.0,5.4,,1004.9,
17564734,13.9,0.0,,200.0,5.4,,1004.9,
17564806,13.9,0.0,,200.0,5.4,,1004.9,
17564901,13.9,0.0,,200.0,5.4,,1004.9,
17564970,13.9,0.0,,200.0,5.4,,1004.9,
17565002,13.9,0.0,,200.0,5.4,,1004.9,
17565004,13.9,0.0,,200.0,5.4,,1004.9,
17565009,13.9,0.0,,200.0,5.4,,1004.9,
17565015,13.9,0.0,,200.0,5.4,,1004.9,
17565177,13.9,0.0,,200.0,5.4,,1004.9,
17565181,13.9,0.0,,200.0,5.4,,1004.9,
17565218,13.9,0.0,,200.0,5.4,,1004.9,
17565281,17.8,0.0,,,0.0,,997.5,
17565284,20.0,,,100.0,14.8,,998.5,
17565289,7.2,,,350.0,14.8,,1002.8,7.0
17565296,7.2,,,300.0,9.4,,,
17565297,8.9,0.0,,230.0,5.4,,1000.5,
17565299,8.9,0.0,,230.0,5.4,,1000.5,
17565305,17.8,0.0,,,0.0,,997.5,
17565319,5.0,,,,0.0,,,
17565335,13.9,0.0,,200.0,5.4,,1004.9,
17565340,13.9,0.0,,200.0,5.4,,1004.9,
17565341,10.0,0.0,,10.0,5.4,,1008.2,
17565345,18.0,,,,,,,
17565356,13.9,0.0,,200.0,5.4,,1004.9,
17565357,16.7,0.0,,140.0,7.6,,1005.6,
17565368,10.0,0.0,,170.0,11.2,,1002.9,
