ID_Vuelo,temp,prcp,snow,wdir,wspd,wpgt,pres,coco
24427239,22.8,0.0,,80.0,5.4,,1021.1,3.0
24427240,30.0,0.0,,360.0,28.0,,1009.0,1.0
24427241,24.4,,,10.0,31.7,,1010.3,7.0
24427242,24.4,,,10.0,31.7,,1010.3,7.0
24427243,26.1,0.0,,160.0,7.6,,1014.4,
24427244,24.4,0.0,,10.0,13.0,,1018.5,
24427254,24.4,,,10.0,31.7,,1010.3,7.0
24427255,23.3,4.1,,40.0,50.0,,1001.3,
24427259,24.4,,,10.0,31.7,,1010.3,7.0
24427260,23.3,0.0,,80.0,7.6,,1020.6,7.0
24427263,24.4,,,10.0,31.7,,1010.3,7.0
24427265,29.4,0.0,,20.0,11.2,,1013.6,
24427268,24.4,,,10.0,31.7,,1010.3,7.0
24427272,24.4,,,10.0,31.7,,1010.3,7.0
24427273,29.1,,,280.0,18.4,,1007.4,
24427276,24.4,,,10.0,31.7,,1010.3,7.0
24427278,22.8,0.0,,,0.0,,1020.1,
24427280,24.4,,,10.0,31.7,,1010.3,7.0
24427282,24.4,,,100.0,24.1,,1016.8,7.0
24427286,24.4,,,10.0,31.7,,1010.3,7.0
24427287,29.3,,,260.0,7.6,,1012.6,
24427288,24.4,,,10.0,31.7,,1010.3,7.0
24427289,26.7,,,320.0,31.7,,1006.5,
24427290,24.4,,,10.0,31.7,,1010.3,7.0
24427291,24.4,,,10.0,31.7,,1010.3,7.0
24427292,24.4,,,10.0,31.7,,1010.3,7.0
24427297,24.4,,,10.0,31.7,,1010.3,7.0
24427298,26.1,0.0,,350.0,11.2,,1017.2,2.0
24427303,24.4,,,10.0,31.7,,1010.3,7.0
24427304,29.0,,,,7.6,,1013.4,
24427305,30.6,0.0,,230.0,7.6,,1010.4,
24427306,24.4,,,10.0,31.7,,1010.3,7.0
24427307,23.3,15.0,,240.0,38.9,,983.9,7.0
24427308,23.9,0.0,,60.0,24.1,,1020.8,3.0
24427309,24.4,,,10.0,31.7,,1010.3,7.0
24427310,24.4,,,10.0,31.7,,1010.3,7.0
24427312,23.3,15.0,,240.0,38.9,,983.9,7.0
24427313,24.4,,,10.0,31.7,,1010.3,7.0
24427314,24.4,0.5,,90.0,18.4,,1017.2,
24427317,22.2,,,30.0,24.1,,1016.9,7.0
24427319,27.8,0.0,,10.0,11.2,,1016.7,2.0
24427321,30.0,0.0,,360.0,28.0,,1009.0,1.0
24427322,24.4,,,10.0,31.7,,1010.3,7.0
24427323,24.4,,,10.0,31.7,,1010.3,7.0
24427329,24.4,,,10.0,31.7,,1010.3,7.0
24427330,27.8,,,290.0,35.3,,1001.6,8.0
24427331,24.4,,,10.0,31.7,,1010.3,7.0
24427332,27.8,0.0,,10.0,11.2,,1016.7,2.0
24427333,24.4,,,10.0,31.7,,1010.3,7.0
24427334,26.7,,,320.0,31.7,,1006.5,
24427335,21.1,0.0,,80.0,18.4,,1022.6,3.0
24427344,27.8,0.0,,,0.0,,1016.6,
24427346,28.3,0.0,,20.0,5.4,,1013.8,2.0
24427347,24.4,,,10.0,31.7,,1010.3,7.0
24427350,27.8,,,290.0,35.3,,1001.6,8.0
24427351,24.4,,,10.0,31.7,,1010.3,7.0
24427352,24.4,,,10.0,31.7,,1010.3,7.0
24427353,23.3,15.0,,240.0,38.9,,983.9,7.0
24427355,23.9,0.0,,,0.0,,1018.5,
24427357,24.4,,,10.0,31.7,,1010.3,7.0
24427361,24.4,,,10.0,31.7,,1010.3,7.0
24427362,24.4,0.0,,10.0,13.0,,1018.9,
24427365,28.9,0.0,,100.0,9.4,,1014.7,2.0
24427368,24.4,,,10.0,31.7,,1010.3,7.0
24427369,24.4,,,10.0,31.7,,1010.3,7.0
24427370,29.4,0.0,,250.0,13.0,,1012.1,
24427371,24.4,,,10.0,31.7,,1010.3,7.0
24427372,23.9,0.0,,60.0,24.1,,1020.8,3.0
24427377,24.4,,,10.0,31.7,,1010.3,7.0
24427379,24.4,,,10.0,31.7,,1010.3,7.0
24427381,22.2,0.0,,,0.0,,1017.1,5.0
24427383,21.1,0.0,,80.0,18.4,,1022.6,3.0
24427387,26.1,0.0,,120.0,11.2,,1015.5,2.0
24427389,24.4,,,100.0,24.1,,1016.8,7.0
24427392,28.3,0.0,,10.0,18.4,,1011.9,
24427393,24.4,,,10.0,31.7,,1010.3,7.0
24427397,24.4,,,10.0,31.7,,1010.3,7.0
24427398,23.3,15.0,,240.0,38.9,,983.9,7.0
24427402,24.4,0.0,,10.0,13.0,,1018.9,
24427404,22.2,0.0,,,0.0,,1017.1,5.0
24427406,24.4,,,10.0,31.7,,1010.3,7.0
24427407,24.4,,,10.0,31.7,,1010.3,7.0
24427412,24.4,,,10.0,31.7,,1010.3,7.0
24427413,23.9,0.8,,70.0,18.4,,1018.1,8.0
24427414,24.4,,,10.0,31.7,,1010.3,7.0
24427415,24.4,,,10.0,31.7,,1010.3,7.0
24427418,24.4,,,10.0,31.7,,1010.3,7.0
24427419,26.7,0.0,,10.0,9.4,,1013.9,
24427424,24.4,,,10.0,31.7,,1010.3,7.0
24427425,26.7,,,320.0,31.7,,1006.5,
24427426,24.4,,,10.0,31.7,,1010.3,7.0
24427428,24.4,,,10.0,31.7,,1010.3,7.0
24427430,18.3,0.0,,70.0,18.4,,1015.4,1.0
24427432,30.6,0.0,,230.0,7.6,,1010.4,
24427433,27.8,,,290.0,35.3,,1001.6,8.0
24427434,24.4,,,10.0,31.7,,1010.3,7.0
24427436,20.6,0.0,,200.0,5.4,,1023.7,
24427437,24.4,,,10.0,31.7,,1010.3,7.0
24427439,24.4,0.0,,350.0,18.4,,1013.9,2.0
24427442,26.7,0.0,,150.0,9.4,,1016.5,2.0
24427444,27.8,,,290.0,35.3,,1001.6,8.0
24427445,24.4,,,10.0,31.7,,1010.3,7.0
24427449,24.4,,,10.0,31.7,,1010.3,7.0
24427450,29.1,,,280.0,18.4,,1007.4,
24427451,28.3,0.0,,20.0,5.4,,1013.8,2.0
24427452,24.4,,,10.0,31.7,,1010.3,7.0
24427454,24.4,,,10.0,31.7,,1010.3,7.0
24427457,27.8,0.0,,10.0,11.2,,1016.7,2.0
24427458,22.8,0.0,,20.0,11.2,,1020.4,2.0
24427459,24.4,,,10.0,31.7,,1010.3,7.0
24427460,24.4,,,10.0,31.7,,1010.3,7.0
24427462,28.3,0.0,,330.0,9.4,,1012.2,
24427464,24.4,,,10.0,31.7,,1010.3,7.0
24427465,24.4,,,10.0,31.7,,1010.3,7.0
24427470,24.4,,,10.0,31.7,,1010.3,7.0
24427472,23.3,15.0,,240.0,38.9,,983.9,7.0
24427474,24.4,,,10.0,31.7,,1010.3,7.0
24427477,24.4,,,10.0,31.7,,1010.3,7.0
24427480,24.4,,,10.0,31.7,,1010.3,7.0
24427487,21.7,0.0,,140.0,9.4,,1021.7,1.0
24427488,24.4,,,10.0,31.7,,1010.3,7.0
24427490,24.4,,,10.0,31.7,,1010.3,7.0
24427494,23.9,,,40.0,16.6,,1018.8,
24427495,24.4,,,10.0,31.7,,1010.3,7.0
24427497,24.4,,,10.0,31.7,,1010.3,7.0
24427499,22.8,0.0,,20.0,11.2,,1020.4,2.0
24427500,24.4,,,10.0,31.7,,1010.3,7.0
24427503,24.4,,,10.0,31.7,,1010.3,7.0
24427504,26.1,0.0,,20.0,7.6,,1016.8,
24427505,24.4,,,10.0,31.7,,1010.3,7.0
24427507,29.0,,,,7.6,,1013.4,
24427509,22.8,0.0,,,0.0,,1020.1,
24427512,24.4,,,10.0,31.7,,1010.3,7.0
24427517,28.3,0.0,,10.0,18.4,,1011.9,
24427522,24.4,,,10.0,31.7,,1010.3,7.0
24427529,22.2,0.0,,,0.0,,1019.8,5.0
24427531,23.9,0.0,,60.0,24.1,,1020.8,3.0
24427533,23.9,0.0,,60.0,24.1,,1020.8,3.0
24427534,24.4,,,100.0,24.1,,1016.8,7.0
24427539,24.4,,,10.0,31.7,,1010.3,7.0
24427751,28.9,0.0,,10.0,13.0,,1015.5,2.0
24427754,28.9,0.0,,10.0,13.0,,1015.5,2.0
24427947,22.8,0.3,,70.0,16.6,,1020.9,5.0
24427948,22.8,0.3,,70.0,16.6,,1020.9,5.0
24427949,22.8,0.3,,70.0,16.6,,1020.9,5.0
24427952,22.8,0.3,,70.0,16.6,,1020.9,5.0
24427953,22.8,0.3,,70.0,16.6,,1020.9,5.0
24428052,22.8,0.3,,70.0,16.6,,1020.9,5.0
24428080,27.8,,,290.0,35.3,,1001.6,8.0
24428081,27.8,,,290.0,35.3,,1001.6,8.0
24428082,27.8,,,290.0,35.3,,1001.6,8.0
24428083,27.8,,,290.0,35.3,,1001.6,8.0
24428084,27.8,,,290.0,35.3,,1001.6,8.0
24428085,27.8,,,290.0,35.3,,1001.6,8.0
24428086,27.8,,,290.0,35.3,,1001.6,8.0
24428087,27.8,,,290.0,35.3,,1001.6,8.0
24428088,27.8,,,290.0,35.3,,1001.6,8.0
24428102,24.4,,,10.0,31.7,,1010.3,7.0
24428103,24.4,,,10.0,31.7,,1010.3,7.0
24428104,24.4,,,10.0,31.7,,1010.3,7.0
24428105,24.4,,,10.0,31.7,,1010.3,7.0
24428106,24.4,,,10.0,31.7,,1010.3,7.0
24428107,24.4,,,10.0,31.7,,1010.3,7.0
24428108,24.4,,,10.0,31.7,,1010.3,7.0
24428172,26.7,0.5,,70.0,16.6,,1015.1,7.0
24428173,26.7,0.5,,70.0,16.6,,1015.1,7.0
24428350,27.8,0.0,,90.0,18.4,,1009.9,2.0
24428356,27.8,0.0,,90.0,18.4,,1009.9,2.0
24429239,30.6,0.0,,300.0,14.8,,1012.2,
24429269,21.7,0.0,,90.0,13.0,,1019.5,
24429287,21.7,0.0,,90.0,13.0,,1019.5,
24429288,21.7,0.0,,90.0,13.0,,1019.5,
24429292,21.7,0.0,,90.0,13.0,,1019.5,
24429293,21.7,0.0,,90.0,13.0,,1019.5,
24429679,24.4,,,100.0,24.1,,1016.8,7.0
24429682,24.4,,,100.0,24.1,,1016.8,7.0
24429911,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429913,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429915,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429917,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429919,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429921,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429924,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429925,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429927,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429929,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429931,23.3,3.3,,50.0,29.5,,1010.7,8.0
24429934,23.9,0.8,,70.0,18.4,,1018.1,8.0
24430357,25.0,0.0,,,0.0,,1017.3,
24430469,30.6,0.0,,290.0,13.0,,1012.7,7.0
24430543,24.4,,,10.0,31.7,,1010.3,7.0
24430564,24.4,,,100.0,24.1,,1016.8,7.0
24430579,24.4,,,10.0,31.7,,1010.3,7.0
24430584,24.4,,,10.0,31.7,,1010.3,7.0
24430592,24.4,,,10.0,31.7,,1010.3,7.0
24430593,23.3,15.0,,240.0,38.9,,983.9,7.0
24430602,27.8,,,290.0,35.3,,1001.6,8.0
24430603,24.4,,,10.0,31.7,,1010.3,7.0
24430619,27.2,0.0,,168.0,0.0,,1013.6,8.0
24430624,27.8,0.0,,90.0,18.4,,1009.9,2.0
24430636,24.4,,,10.0,31.7,,1010.3,7.0
24430690,24.4,,,10.0,31.7,,1010.3,7.0
24430717,24.4,,,10.0,31.7,,1010.3,7.0
24430718,26.1,,,20.0,9.4,,1014.2,25.0
24430719,24.4,,,10.0,31.7,,1010.3,7.0
24430726,23.3,3.3,,50.0,29.5,,1010.7,8.0
24430884,26.1,0.0,,250.0,7.6,,1013.2,7.0
24430922,23.3,0.0,,250.0,22.3,,1007.6,2.0
24430957,23.3,3.3,,50.0,29.5,,1010.7,8.0
24430961,23.3,3.3,,50.0,29.5,,1010.7,8.0
24430973,24.4,,,10.0,31.7,,1010.3,7.0
24430994,24.4,,,10.0,31.7,,1010.3,7.0
24431004,23.3,3.3,,50.0,29.5,,1010.7,8.0
24431032,26.7,,,320.0,31.7,,1006.5,
24431076,23.3,3.3,,50.0,29.5,,1010.7,8.0
24431168,23.3,3.3,,50.0,29.5,,1010.7,8.0
24431199,27.8,,,290.0,35.3,,1001.6,8.0
24431267,23.3,3.3,,50.0,29.5,,1010.7,8.0
24431319,22.0,,,,0.0,,,
24431373,23.3,3.3,,50.0,29.5,,1010.7,8.0
24431408,23.3,3.3,,50.0,29.5,,1010.7,8.0
24431471,23.9,0.0,,80.0,11.2,,1019.9,2.0
24431516,22.0,,,,0.0,,,
24431645,23.3,0.0,,80.0,7.6,,1020.6,7.0
24431691,23.9,0.0,,80.0,11.2,,1019.9,2.0
24431728,23.3,3.3,,50.0,29.5,,1010.7,8.0
24431761,27.8,,,290.0,35.3,,1001.6,8.0
24431967,27.8,,,290.0,35.3,,1001.6,8.0
24432003,27.8,0.0,,90.0,18.4,,1009.9,2.0
24432373,25.0,0.0,,40.0,11.2,,1013.6,7.0
24432381,24.4,,,10.0,31.7,,1010.3,7.0
24432397,25.0,0.0,,40.0,11.2,,1013.6,7.0
24432415,24.4,,,100.0,24.1,,1016.8,7.0
24432446,23.3,0.0,,80.0,7.6,,1020.6,7.0
24432447,27.8,,,290.0,35.3,,1001.6,8.0
24432474,27.8,,,290.0,35.3,,1001.6,8.0
24432475,23.3,0.0,,80.0,7.6,,1020.6,7.0
24432476,24.4,,,10.0,31.7,,1010.3,7.0
24432481,16.1,0.0,,200.0,0.0,,1023.7,5.0
24432484,23.3,0.0,,80.0,7.6,,1020.6,7.0
24432485,23.3,3.3,,50.0,29.5,,1010.7,8.0
24432493,23.3,0.0,,80.0,7.6,,1020.6,7.0
24432497,23.3,3.3,,50.0,29.5,,1010.7,8.0
24432498,25.0,0.0,,40.0,11.2,,1013.6,7.0
24432520,27.8,,,290.0,35.3,,1001.6,8.0
24432526,23.3,0.0,,80.0,7.6,,1020.6,7.0
24432527,23.3,3.3,,50.0,29.5,,1010.7,8.0
24432531,23.3,0.0,,80.0,7.6,,1020.6,7.0
24432539,27.8,,,290.0,35.3,,1001.6,8.0
24432559,23.3,0.0,,80.0,7.6,,1020.6,7.0
24432590,25.0,0.0,,40.0,11.2,,1013.6,7.0
24432618,23.3,0.0,,80.0,7.6,,1020.6,7.0
24432639,23.9,0.0,,60.0,24.1,,1020.8,3.0
24432640,23.3,3.3,,50.0,29.5,,1010.7,8.0
24432642,28.9,0.0,,190.0,7.6,,1014.3,2.0
24432653,27.8,,,290.0,35.3,,1001.6,8.0
24432680,23.9,0.0,,60.0,24.1,,1020.8,3.0
24432681,23.3,15.0,,240.0,38.9,,983.9,7.0
24432686,24.4,,,10.0,31.7,,1010.3,7.0
24432695,24.4,0.0,,10.0,13.0,,1018.5,
24432699,23.9,0.0,,60.0,24.1,,1020.8,3.0
24432713,28.9,0.0,,10.0,13.0,,1015.5,2.0
24432719,27.8,,,290.0,35.3,,1001.6,8.0
24432720,23.9,0.0,,60.0,24.1,,1020.8,3.0
24432727,27.8,,,290.0,35.3,,1001.6,8.0
24432758,24.4,,,10.0,31.7,,1010.3,7.0
24432759,30.0,,,270.0,20.5,,,
24432761,21.1,0.0,,80.0,18.4,,1022.6,3.0
24432767,23.9,0.0,,330.0,5.4,,1018.3,
24432780,26.7,,,320.0,31.7,,1006.5,
24432781,24.4,,,10.0,31.7,,1010.3,7.0
24432797,24.4,,,10.0,31.7,,1010.3,7.0
24432806,24.4,,,10.0,31.7,,1010.3,7.0
24432807,30.0,,,270.0,20.5,,,
24432808,27.8,,,290.0,35.3,,1001.6,8.0
24432809,24.4,,,10.0,31.7,,1010.3,7.0
24432817,24.4,,,10.0,31.7,,1010.3,7.0
24432822,23.9,0.0,,60.0,24.1,,1020.8,3.0
24432823,26.7,,,320.0,31.7,,1006.5,
24432829,23.3,0.0,,,0.0,,1021.1,
24432846,24.4,,,10.0,31.7,,1010.3,7.0
24432856,27.2,0.0,,168.0,0.0,,1013.6,8.0
24432940,27.8,,,290.0,35.3,,1001.6,8.0
24432984,26.7,,,320.0,31.7,,1006.5,
24433210,24.4,,,10.0,31.7,,1010.3,7.0
24433211,23.3,15.0,,240.0,38.9,,983.9,7.0
24433436,24.4,,,10.0,31.7,,1010.3,7.0
24433507,28.9,0.0,,,5.4,,1012.2,
24433624,28.9,0.0,,,5.4,,1012.2,
24433714,27.8,,,290.0,35.3,,1001.6,8.0
24433995,27.8,,,290.0,35.3,,1001.6,8.0
24434063,23.9,0.0,,60.0,24.1,,1020.8,3.0
24434086,23.3,3.3,,50.0,29.5,,1010.7,8.0
24434088,26.1,0.0,,250.0,7.6,,1013.2,7.0
24434089,27.8,,,290.0,35.3,,1001.6,8.0
24434133,23.9,0.0,,60.0,24.1,,1020.8,3.0
24434143,21.7,0.0,,90.0,13.0,,1023.4,3.0
24434144,27.8,,,290.0,35.3,,1001.6,8.0
24434231,19.4,0.0,,110.0,9.4,,1023.6,3.0
24434232,27.8,,,290.0,35.3,,1001.6,8.0
24434317,19.4,0.0,,110.0,9.4,,1023.6,3.0
24434318,27.8,,,290.0,35.3,,1001.6,8.0
24434358,23.3,3.3,,50.0,29.5,,1010.7,8.0
24434476,28.3,0.0,,20.0,5.4,,1013.8,2.0
24434492,26.7,,,350.0,9.4,,1020.6,
24434645,27.8,,,290.0,35.3,,1001.6,8.0
24434647,27.8,,,290.0,35.3,,1001.6,8.0
24434648,27.2,0.0,,168.0,0.0,,1013.6,8.0
24434685,23.3,3.3,,50.0,29.5,,1010.7,8.0
24434688,24.4,,,10.0,31.7,,1010.3,7.0
24434690,23.3,0.0,,80.0,7.6,,1020.6,7.0
24434767,25.0,0.0,,40.0,11.2,,1013.6,7.0
24434889,25.0,0.0,,40.0,11.2,,1013.6,7.0
24434904,27.8,,,290.0,35.3,,1001.6,8.0
24434976,30.6,0.0,,230.0,7.6,,1010.4,
24434979,24.4,,,10.0,31.7,,1010.3,7.0
24434980,30.0,,,270.0,20.5,,,
24435503,23.3,3.3,,50.0,29.5,,1010.7,8.0
24435531,26.1,,,20.0,9.4,,1014.2,25.0
24435545,26.1,,,20.0,9.4,,1014.2,25.0
24435648,24.4,,,10.0,31.7,,1010.3,7.0
24435697,21.7,0.0,,90.0,13.0,,1023.4,3.0
24435702,23.3,3.3,,50.0,29.5,,1010.7,8.0
24435717,23.9,0.0,,80.0,11.2,,1019.9,2.0
24435769,26.1,,,20.0,9.4,,1014.2,25.0
24435789,23.3,3.3,,50.0,29.5,,1010.7,8.0
24435819,24.4,,,10.0,31.7,,1010.3,7.0
24435854,27.8,,,290.0,35.3,,1001.6,8.0
24436012,36.7,0.0,,190.0,20.5,,1005.1,2.0
24436023,25.6,0.0,,150.0,9.4,,1016.7,2.0
24436059,24.4,,,10.0,31.7,,1010.3,7.0
24436078,16.1,0.0,,270.0,38.9,,1011.4,2.0
24436117,24.4,,,10.0,31.7,,1010.3,7.0
24436275,23.3,3.3,,50.0,29.5,,1010.7,8.0
24437442,28.9,0.0,,,5.4,,1012.2,
24437533,28.9,0.0,,,5.4,,1012.2,
24437703,27.8,,,290.0,35.3,,1001.6,8.0
24437737,28.9,0.0,,,5.4,,1012.2,
24437738,27.8,,,290.0,35.3,,1001.6,8.0
24437768,28.9,0.0,,,5.4,,1012.2,
24437769,27.8,,,290.0,35.3,,1001.6,8.0
24437845,28.9,0.0,,,5.4,,1012.2,
24437846,27.8,,,290.0,35.3,,1001.6,8.0
24438050,27.8,,,290.0,35.3,,1001.6,8.0
24438192,28.9,0.0,,,5.4,,1012.2,
24438193,23.3,15.0,,240.0,38.9,,983.9,7.0
24438671,28.9,0.0,,,5.4,,1012.2,
24438672,23.3,15.0,,240.0,38.9,,983.9,7.0
24438673,28.9,0.0,,,5.4,,1012.2,
24438674,27.8,,,290.0,35.3,,1001.6,8.0
24438697,21.7,0.0,,90.0,13.0,,1023.4,3.0
24438741,27.8,,,290.0,35.3,,1001.6,8.0
24438781,27.8,,,290.0,35.3,,1001.6,8.0
24438824,28.9,0.0,,,5.4,,1012.2,
24438825,23.3,15.0,,240.0,38.9,,983.9,7.0
24438871,23.3,4.1,,40.0,50.0,,1001.3,
24438967,28.9,0.0,,,5.4,,1012.2,
24438968,23.3,15.0,,240.0,38.9,,983.9,7.0
24439299,22.0,,,,0.0,,,
24439306,22.0,,,,0.0,,,
24439313,27.8,,,290.0,35.3,,1001.6,8.0
24439348,23.3,3.3,,50.0,29.5,,1010.7,8.0
24439400,23.9,0.0,,80.0,11.2,,1019.9,2.0
24439506,23.3,15.0,,240.0,38.9,,983.9,7.0
24439944,27.8,0.0,,90.0,18.4,,1009.9,2.0
24439947,23.3,3.3,,50.0,29.5,,1010.7,8.0
24439948,23.3,3.3,,50.0,29.5,,1010.7,8.0
24439949,27.8,0.0,,90.0,18.4,,1009.9,2.0
24439950,25.6,0.0,,110.0,9.4,,1013.2,
24439951,23.3,3.3,,50.0,29.5,,1010.7,8.0
24439953,21.1,0.0,,80.0,18.4,,1022.6,3.0
24439954,30.6,0.0,,300.0,14.8,,1012.2,
24439955,27.8,0.0,,150.0,13.0,,1016.4,3.0
24439956,21.1,0.0,,90.0,11.2,,1022.1,
24439957,27.8,0.0,,150.0,13.0,,1016.4,3.0
24439958,23.9,0.0,,110.0,0.0,,1020.4,2.0
24439960,27.8,,,290.0,35.3,,1001.6,8.0
24439961,23.3,3.3,,50.0,29.5,,1010.7,8.0
24439963,23.3,3.3,,50.0,29.5,,1010.7,8.0
24439964,25.6,0.0,,150.0,9.4,,1016.7,2.0
24439965,28.3,0.0,,10.0,18.4,,1011.9,
24439966,27.8,,,290.0,35.3,,1001.6,8.0
24439967,23.3,3.3,,50.0,29.5,,1010.7,8.0
24439968,27.8,0.0,,90.0,18.4,,1009.9,2.0
24439970,21.1,0.0,,90.0,11.2,,1022.1,
24439971,27.8,,,290.0,35.3,,1001.6,8.0
24439975,23.3,15.0,,240.0,38.9,,983.9,7.0
24439976,23.3,3.3,,50.0,29.5,,1010.7,8.0
24439977,24.4,,,120.0,13.0,,1011.2,7.0
24439979,23.3,15.0,,240.0,38.9,,983.9,7.0
24439983,27.8,0.0,,90.0,18.4,,1009.9,2.0
24440043,24.4,,,10.0,31.7,,1010.3,7.0
24440044,23.3,0.3,,40.0,29.5,,1011.9,
24440103,24.4,,,10.0,31.7,,1010.3,7.0
24440129,24.4,,,10.0,31.7,,1010.3,7.0
24440162,21.7,0.0,,90.0,13.0,,1023.4,3.0
24440163,23.3,3.3,,50.0,29.5,,1010.7,8.0
24440177,23.3,0.3,,40.0,29.5,,1011.9,
24440193,24.4,,,100.0,24.1,,1016.8,7.0
24440241,24.4,,,10.0,31.7,,1010.3,7.0
24440242,26.7,0.0,,40.0,5.4,,1016.3,
24440288,23.3,3.3,,50.0,29.5,,1010.7,8.0
24440289,23.3,0.3,,40.0,29.5,,1011.9,
24440320,23.3,15.0,,240.0,38.9,,983.9,7.0
24440321,23.9,0.0,,80.0,11.2,,1019.9,2.0
24440327,22.8,0.0,,,0.0,,1020.1,
24440328,23.3,15.0,,240.0,38.9,,983.9,7.0
24440360,23.3,15.0,,240.0,38.9,,983.9,7.0
24440400,19.4,0.0,,110.0,9.4,,1023.6,3.0
24440401,23.3,15.0,,240.0,38.9,,983.9,7.0
24440417,23.3,15.0,,240.0,38.9,,983.9,7.0
24440418,20.6,0.0,,132.0,0.0,,1022.9,3.0
24440432,26.1,0.0,,250.0,7.6,,1013.2,7.0
24440433,23.3,15.0,,240.0,38.9,,983.9,7.0
24440453,24.4,0.0,,10.0,13.0,,1018.5,
24440454,23.3,15.0,,240.0,38.9,,983.9,7.0
