Año,Mes,Dia,ID_Vuelo,ID_Aeropuerto_O,Hora_SalidaR,Latitud,Longitud
2017,9,10,21212486,LBE,0,40.27594,-79.404797
2017,9,10,21212812,ALB,0,42.748119,-73.802979
2017,9,10,21212833,ALB,0,42.748119,-73.802979
2017,9,10,21212879,LGA,0,40.777243,-73.872609
2017,9,10,21212923,LGA,0,40.777243,-73.872609
2017,9,10,21212950,LGA,0,40.777243,-73.872609
2017,9,10,21212986,SWF,0,41.504094,-74.104838
2017,9,10,21212995,LGA,0,40.777243,-73.872609
2017,9,10,21213020,LGA,0,40.777243,-73.872609
2017,9,10,21213041,SWF,0,41.504094,-74.104838
2017,9,10,21213084,BQN,0,18.494861,-67.129444
2017,9,10,21213100,PSE,0,18.008303,-66.563012
2017,9,10,21213145,LGA,0,40.777243,-73.872609
2017,9,10,21213224,LGA,0,40.777243,-73.872609
2017,9,10,21213252,STT,0,18.337306,-64.973361
2017,9,10,21213274,BQN,0,18.494861,-67.129444
2017,9,10,21213278,LGA,0,40.777243,-73.872609
2017,9,10,21213295,STT,0,18.337306,-64.973361
2017,9,10,21213307,LGA,0,40.777243,-73.872609
2017,9,10,21213313,LGA,0,40.777243,-73.872609
2017,9,10,21213356,LGA,0,40.777243,-73.872609
2017,9,10,21213386,LGA,0,40.777243,-73.872609
2017,9,10,21213766,LGA,0,40.777243,-73.872609
2017,9,10,21213802,EYW,0,24.556111,-81.759556
2017,9,10,21213948,ALB,0,42.748119,-73.802979
2017,9,10,21213951,ALB,0,42.748119,-73.802979
2017,9,10,21215190,HOU,0,29.645419,-95.278889
2017,9,10,21215234,HOU,0,29.645419,-95.278889
2017,9,10,21215235,HOU,0,29.645419,-95.278889
2017,9,10,21215242,HOU,0,29.645419,-95.278889
2017,9,10,21215258,HOU,0,29.645419,-95.278889
2017,9,10,21215259,HOU,0,29.645419,-95.278889
2017,9,10,21215260,HOU,0,29.645419,-95.278889
2017,9,10,21215261,HOU,0,29.645419,-95.278889
2017,9,10,21215300,HOU,0,29.645419,-95.278889
2017,9,10,21215301,HOU,0,29.645419,-95.278889
2017,9,10,21215302,HOU,0,29.645419,-95.278889
2017,9,10,21215731,LGA,0,40.777243,-73.872609
2017,9,10,21215732,LGA,0,40.777243,-73.872609
2017,9,10,21216163,MHT,0,42.934516,-71.437056
2017,9,10,21216164,MHT,0,42.934516,-71.437056
2017,9,10,21216168,MHT,0,42.934516,-71.437056
2017,9,11,21222773,BTR,0,30.533161,-91.149634
2017,9,11,21223415,BTR,0,30.533161,-91.149634
2017,9,11,21223576,ONT,0,34.056,-117.601194
2017,9,11,21226247,BTR,0,30.533161,-91.149634
2017,9,11,21226274,BTR,0,30.533161,-91.149634
2017,9,11,21226288,BTR,0,30.533161,-91.149634
2017,9,11,21226304,FSM,0,35.33659,-94.367441
2017,9,11,21226308,LGA,0,40.777243,-73.872609
2017,9,11,21226340,FSM,0,35.33659,-94.367441
2017,9,11,21226341,LGA,0,40.777243,-73.872609
2017,9,11,21226349,HOU,0,29.645419,-95.278889
2017,9,11,21226381,EYW,0,24.556111,-81.759556
2017,9,11,21226384,BTR,0,30.533161,-91.149634
2017,9,11,21226419,ATW,0,44.257408,-88.519476
2017,9,11,21226440,LGA,0,40.777243,-73.872609
2017,9,11,21226488,BTR,0,30.533161,-91.149634
2017,9,11,21226490,HOU,0,29.645419,-95.278889
2017,9,11,21226493,BTR,0,30.533161,-91.149634
2017,9,11,21227837,HOU,0,29.645419,-95.278889
2017,9,11,21227838,HOU,0,29.645419,-95.278889
2017,9,11,21227840,HOU,0,29.645419,-95.278889
2017,9,11,21227841,HOU,0,29.645419,-95.278889
2017,9,11,21227842,HOU,0,29.645419,-95.278889
2017,9,11,21227848,HOU,0,29.645419,-95.278889
2017,9,11,21227849,HOU,0,29.645419,-95.278889
2017,9,11,21227858,HOU,0,29.645419,-95.278889
2017,9,11,21227859,HOU,0,29.645419,-95.278889
2017,9,11,21227893,HOU,0,29.645419,-95.278889
2017,9,11,21227897,HOU,0,29.645419,-95.278889
2017,9,11,21227898,HOU,0,29.645419,-95.278889
2017,9,11,21227905,HOU,0,29.645419,-95.278889
2017,9,11,21227922,HOU,0,29.645419,-95.278889
2017,9,11,21227923,HOU,0,29.645419,-95.278889
2017,9,11,21227924,HOU,0,29.645419,-95.278889
2017,9,11,21227925,HOU,0,29.645419,-95.278889
2017,9,11,21227966,HOU,0,29.645419,-95.278889
2017,9,11,21227970,HOU,0,29.645419,-95.278889
2017,9,11,21227971,HOU,0,29.645419,-95.278889
2017,9,11,21227972,HOU,0,29.645419,-95.278889
2017,9,11,21228391,LGA,0,40.777243,-73.872609
2017,9,11,21228392,LGA,0,40.777243,-73.872609
2017,9,11,21228393,LGA,0,40.777243,-73.872609
2017,9,11,21228394,LGA,0,40.777243,-73.872609
2017,9,11,21228395,LGA,0,40.777243,-73.872609
2017,9,11,21228420,LGA,0,40.777243,-73.872609
2017,9,11,21228421,LGA,0,40.777243,-73.872609
2017,9,11,21228861,MHT,0,42.934516,-71.437056
2017,9,11,21228862,MHT,0,42.934516,-71.437056
2017,9,11,21228866,MHT,0,42.934516,-71.437056
2017,9,11,21229450,PNS,0,30.473306,-87.187444
2017,9,11,21229451,PNS,0,30.473306,-87.187444
2017,9,11,21230256,EYW,0,24.556111,-81.759556
2017,9,11,21230305,STT,0,18.337306,-64.973361
2017,9,11,21230474,LGA,0,40.777243,-73.872609
2017,9,11,21230510,LGA,0,40.777243,-73.872609
2017,9,11,21230543,LGA,0,40.777243,-73.872609
2017,9,11,21230545,LGA,0,40.777243,-73.872609
2017,9,11,21230562,TLH,0,30.396528,-84.350333
2017,9,11,21230574,LGA,0,40.777243,-73.872609
2017,9,11,21230714,TLH,0,30.396528,-84.350333
2017,9,11,21230719,LGA,0,40.777243,-73.872609
2017,9,11,21230752,LGA,0,40.777243,-73.872609
2017,9,11,21230917,TLH,0,30.396528,-84.350333
2017,9,11,21230935,PNS,0,30.473306,-87.187444
2017,9,11,21231026,LGA,0,40.777243,-73.872609
2017,9,11,21231066,TLH,0,30.396528,-84.350333
2017,9,11,21231085,HOU,0,29.645419,-95.278889
2017,9,11,21231178,LGA,0,40.777243,-73.872609
2017,9,11,21231196,LGA,0,40.777243,-73.872609
2017,9,11,21231375,LGA,0,40.777243,-73.872609
2017,9,11,21231466,LGA,0,40.777243,-73.872609
2017,9,11,21231611,HOU,0,29.645419,-95.278889
2017,9,11,21231672,LIT,0,34.729396,-92.224246
2017,9,11,21231689,LGA,0,40.777243,-73.872609
2017,9,11,21231693,LGA,0,40.777243,-73.872609
2017,9,11,21231744,LGA,0,40.777243,-73.872609
2017,9,11,21231758,LGA,0,40.777243,-73.872609
2017,9,11,21231813,LGA,0,40.777243,-73.872609
2017,9,11,21231902,LGA,0,40.777243,-73.872609
2017,9,11,21231927,LGA,0,40.777243,-73.872609
2017,9,11,21231942,LIT,0,34.729396,-92.224246
2017,9,11,21231954,LGA,0,40.777243,-73.872609
2017,9,11,21231960,LIT,0,34.729396,-92.224246
2017,9,11,21232178,LGA,0,40.777243,-73.872609
2017,9,11,21232183,LGA,0,40.777243,-73.872609
2017,9,11,21232269,LGA,0,40.777243,-73.872609
2017,9,11,21232364,LGA,0,40.777243,-73.872609
2017,9,11,21232401,ICT,0,37.649959,-97.433046
2017,9,11,21232419,TLH,0,30.396528,-84.350333
2017,9,11,21232466,EYW,0,24.556111,-81.759556
2017,9,11,21232501,EYW,0,24.556111,-81.759556
2017,9,11,21232554,TLH,0,30.396528,-84.350333
2017,9,11,21232927,MSN,0,43.139858,-89.337514
2017,9,11,21233099,LGA,0,40.777243,-73.872609
2017,9,11,21233111,LGA,0,40.777243,-73.872609
2017,9,11,21233121,STT,0,18.337306,-64.973361
2017,9,11,21233186,LGA,0,40.777243,-73.872609
2017,9,11,21233231,LBE,0,40.27594,-79.404797
2017,9,11,21233353,LGA,0,40.777243,-73.872609
2017,9,11,21233378,LBE,0,40.27594,-79.404797
2017,9,11,21233400,LGA,0,40.777243,-73.872609
2017,9,11,21233442,LBE,0,40.27594,-79.404797
2017,9,11,21233466,LGA,1230,40.777243,-73.872609
2017,9,11,21233828,LGA,0,40.777243,-73.872609
2017,9,11,21233871,LGA,0,40.777243,-73.872609
2017,9,11,21233898,LGA,0,40.777243,-73.872609
2017,9,11,21233933,SWF,0,41.504094,-74.104838
2017,9,11,21233942,LGA,0,40.777243,-73.872609
2017,9,11,21233968,LGA,0,40.777243,-73.872609
2017,9,11,21233989,SWF,0,41.504094,-74.104838
2017,9,11,21234049,PSE,0,18.008303,-66.563012
2017,9,11,21234095,LGA,0,40.777243,-73.872609
2017,9,11,21234176,LGA,0,40.777243,-73.872609
2017,9,11,21234204,STT,0,18.337306,-64.973361
2017,9,11,21234230,LGA,0,40.777243,-73.872609
2017,9,11,21234247,STT,0,18.337306,-64.973361
2017,9,11,21234259,LGA,0,40.777243,-73.872609
2017,9,11,21234265,LGA,0,40.777243,-73.872609
