Año,Mes,Dia,ID_Vuelo,ID_Aeropuerto_O,Hora_SalidaR,Latitud,Longitud
2017,8,14,20782594,RDM,0,44.254067,-121.149963
2017,8,14,20782698,MRY,0,36.586983,-121.842948
2017,8,14,20782748,RDM,0,44.254067,-121.149963
2017,8,14,20782769,RDM,0,44.254067,-121.149963
2017,8,14,20785267,HOU,0,29.645419,-95.278889
2017,8,15,20812501,ONT,0,34.056,-117.601194
2017,8,15,20812539,ONT,0,34.056,-117.601194
2017,8,17,20831888,PSE,0,18.008303,-66.563012
2017,8,17,20831895,PSE,0,18.008303,-66.563012
2017,8,18,20853079,LGA,0,40.777243,-73.872609
2017,8,18,20853090,LGA,0,40.777243,-73.872609
2017,8,18,20853091,LGA,0,40.777243,-73.872609
2017,8,18,20853099,LGA,0,40.777243,-73.872609
2017,8,18,20853104,LGA,0,40.777243,-73.872609
2017,8,18,20853108,LGA,0,40.777243,-73.872609
2017,8,18,20862997,SAV,0,32.127583,-81.202139
2017,8,18,20863922,LGA,0,40.777243,-73.872609
2017,8,20,20880666,ONT,0,34.056,-117.601194
2017,8,20,20880704,ONT,0,34.056,-117.601194
2017,8,20,20880741,ONT,0,34.056,-117.601194
2017,8,21,20908762,LGA,2210,40.777243,-73.872609
2017,8,21,20908895,LGA,0,40.777243,-73.872609
2017,8,22,20915556,LGA,0,40.777243,-73.872609
2017,8,22,20915557,LGA,0,40.777243,-73.872609
2017,8,22,20915564,LGA,0,40.777243,-73.872609
2017,8,22,20919115,LGA,0,40.777243,-73.872609
2017,8,22,20920559,LGA,2036,40.777243,-73.872609
2017,8,22,20925318,LGA,0,40.777243,-73.872609
2017,8,22,20926012,LGA,0,40.777243,-73.872609
2017,8,23,20945074,LGA,0,40.777243,-73.872609
2017,8,25,20967040,HOU,0,29.645419,-95.278889
2017,8,25,20967055,HOU,0,29.645419,-95.278889
2017,8,25,20967056,HOU,0,29.645419,-95.278889
2017,8,25,20967057,HOU,0,29.645419,-95.278889
