Año,Mes,Dia,ID_Vuelo,ID_Aeropuerto_O,Hora_SalidaR,Latitud,Longitud
2017,12,8,22583588,SUN,0,43.504841,-114.29659
2017,12,8,22583650,SUN,0,43.504841,-114.29659
2017,12,8,22583780,BTR,0,30.533161,-91.149634
2017,12,8,22583826,BTR,0,30.533161,-91.149634
2017,12,8,22586026,LGA,0,40.777243,-73.872609
2017,12,9,22586977,LGA,0,40.777243,-73.872609
2017,12,9,22587000,LGA,0,40.777243,-73.872609
2017,12,9,22587333,LGA,0,40.777243,-73.872609
2017,12,9,22588172,LGA,0,40.777243,-73.872609
2017,12,9,22588246,TLH,0,30.396528,-84.350333
2017,12,9,22588283,PNS,0,30.473306,-87.187444
2017,12,9,22588438,PNS,0,30.473306,-87.187444
2017,12,9,22588660,LIT,0,34.729396,-92.224246
2017,12,9,22588679,ATW,0,44.257408,-88.519476
2017,12,9,22588958,LGA,0,40.777243,-73.872609
2017,12,9,22589110,LIT,0,34.729396,-92.224246
2017,12,9,22589173,MHT,0,42.934516,-71.437056
2017,12,9,22589297,HOU,0,29.645419,-95.278889
2017,12,9,22589358,ICT,0,37.649959,-97.433046
2017,12,9,22590336,RDM,0,44.254067,-121.149963
2017,12,9,22590446,RDM,0,44.254067,-121.149963
2017,12,9,22590461,FSM,0,35.33659,-94.367441
2017,12,9,22590935,RDM,0,44.254067,-121.149963
2017,12,9,22592425,LGA,0,40.777243,-73.872609
2017,12,9,22594650,BTR,0,30.533161,-91.149634
2017,12,9,22596356,PNS,0,30.473306,-87.187444
2017,12,9,22597960,HOU,0,29.645419,-95.278889
2017,12,9,22597969,HOU,0,29.645419,-95.278889
2017,12,9,22597990,HOU,0,29.645419,-95.278889
2017,12,9,22598398,LGA,0,40.777243,-73.872609
2017,12,9,22598806,MHT,0,42.934516,-71.437056
2017,12,10,22600650,LGA,0,40.777243,-73.872609
2017,12,11,22618938,DVL,0,48.114245,-98.908778
2017,12,13,22644502,LGA,0,40.777243,-73.872609
2017,12,13,22652179,SWF,0,41.504094,-74.104838
2017,12,13,22653687,MQT,0,46.353639,-87.395361
2017,12,13,22653701,BGM,0,42.208483,-75.979614
2017,12,14,22659985,LGA,0,40.777243,-73.872609
2017,12,14,22660010,LGA,0,40.777243,-73.872609
2017,12,14,22664230,SUN,0,43.504841,-114.29659
2017,12,14,22669579,LGA,0,40.777243,-73.872609
2017,12,14,22669599,LGA,0,40.777243,-73.872609
