Año,Mes,Dia,ID_Vuelo,ID_Aeropuerto_O,Hora_SalidaR,Latitud,Longitud
2017,3,14,18331793,LGA,0,40.777243,-73.872609
2017,3,14,18331805,LGA,0,40.777243,-73.872609
2017,3,14,18331852,ALB,0,42.748119,-73.802979
2017,3,14,18331885,LGA,0,40.777243,-73.872609
2017,3,14,18331891,LGA,0,40.777243,-73.872609
2017,3,14,18331992,LGA,0,40.777243,-73.872609
2017,3,14,18331993,LGA,0,40.777243,-73.872609
2017,3,14,18332032,LGA,0,40.777243,-73.872609
2017,3,14,18332138,LGA,0,40.777243,-73.872609
2017,3,14,18332144,LGA,0,40.777243,-73.872609
2017,3,14,18332150,LGA,0,40.777243,-73.872609
2017,3,14,18332160,LGA,0,40.777243,-73.872609
2017,3,14,18332223,LGA,0,40.777243,-73.872609
2017,3,14,18332273,ALB,0,42.748119,-73.802979
2017,3,14,18332313,LGA,0,40.777243,-73.872609
2017,3,14,18332568,LGA,0,40.777243,-73.872609
2017,3,14,18332569,LGA,0,40.777243,-73.872609
2017,3,14,18332571,LGA,0,40.777243,-73.872609
2017,3,14,18332573,LGA,0,40.777243,-73.872609
2017,3,14,18332575,LGA,0,40.777243,-73.872609
2017,3,14,18332578,LGA,0,40.777243,-73.872609
2017,3,14,18332580,LGA,0,40.777243,-73.872609
2017,3,14,18332582,LGA,0,40.777243,-73.872609
2017,3,14,18332583,LGA,0,40.777243,-73.872609
2017,3,14,18332605,LGA,0,40.777243,-73.872609
2017,3,14,18332632,LGA,0,40.777243,-73.872609
2017,3,14,18332718,LGA,0,40.777243,-73.872609
2017,3,14,18332726,LGA,0,40.777243,-73.872609
2017,3,14,18332934,LGA,0,40.777243,-73.872609
2017,3,14,18332957,LGA,0,40.777243,-73.872609
2017,3,14,18333194,ALB,0,42.748119,-73.802979
2017,3,14,18333208,ALB,0,42.748119,-73.802979
2017,3,14,18333239,LGA,0,40.777243,-73.872609
2017,3,14,18333272,LGA,0,40.777243,-73.872609
2017,3,14,18333297,LGA,0,40.777243,-73.872609
2017,3,14,18333324,SWF,0,41.504094,-74.104838
2017,3,14,18333334,LGA,0,40.777243,-73.872609
2017,3,14,18333361,SWF,0,41.504094,-74.104838
2017,3,14,18333377,HOU,0,29.645419,-95.278889
2017,3,14,18333395,LGA,0,40.777243,-73.872609
2017,3,14,18333675,LGA,0,40.777243,-73.872609
2017,3,14,18333678,PSE,0,18.008303,-66.563012
2017,3,14,18333681,LGA,0,40.777243,-73.872609
2017,3,14,18333703,LGA,0,40.777243,-73.872609
2017,3,14,18333739,LGA,0,40.777243,-73.872609
2017,3,14,18333768,LGA,0,40.777243,-73.872609
2017,3,15,18333831,LBE,0,40.27594,-79.404797
2017,3,15,18333974,PBG,0,44.65,-73.4689
2017,3,15,18334070,LGA,0,40.777243,-73.872609
2017,3,15,18334085,LBE,0,40.27594,-79.404797
2017,3,15,18334144,LBE,0,40.27594,-79.404797
2017,3,15,18334706,LGA,0,40.777243,-73.872609
2017,3,15,18335322,ALB,0,42.748119,-73.802979
2017,3,15,18336290,ALB,0,42.748119,-73.802979
2017,3,15,18336295,LGA,0,40.777243,-73.872609
2017,3,15,18336584,ALB,0,42.748119,-73.802979
2017,3,15,18338111,ALB,0,42.748119,-73.802979
2017,3,15,18338112,ALB,0,42.748119,-73.802979
2017,3,15,18338114,ALB,0,42.748119,-73.802979
2017,3,15,18338115,ALB,0,42.748119,-73.802979
2017,3,15,18338116,ALB,0,42.748119,-73.802979
2017,3,15,18338117,ALB,0,42.748119,-73.802979
2017,3,15,18338118,ALB,0,42.748119,-73.802979
2017,3,15,18338119,ALB,0,42.748119,-73.802979
2017,3,15,18338122,ALB,0,42.748119,-73.802979
2017,3,15,18338123,ALB,0,42.748119,-73.802979
2017,3,15,18338124,ALB,0,42.748119,-73.802979
2017,3,15,18339440,HOU,0,29.645419,-95.278889
2017,3,15,18339505,HOU,0,29.645419,-95.278889
2017,3,15,18340002,LGA,0,40.777243,-73.872609
2017,3,15,18340003,LGA,0,40.777243,-73.872609
2017,3,15,18340004,LGA,0,40.777243,-73.872609
2017,3,15,18340007,LGA,0,40.777243,-73.872609
2017,3,15,18340009,LGA,0,40.777243,-73.872609
2017,3,15,18340010,LGA,0,40.777243,-73.872609
2017,3,15,18340011,LGA,0,40.777243,-73.872609
2017,3,15,18340014,LGA,0,40.777243,-73.872609
2017,3,15,18340016,LGA,0,40.777243,-73.872609
