Año,Mes,Dia,ID_Vuelo,ID_Aeropuerto_O,Hora_SalidaR,Latitud,Longitud
2017,1,16,17488155,MSN,0,43.139858,-89.337514
2017,1,16,17488183,MSN,0,43.139858,-89.337514
2017,1,17,17489912,MHT,0,42.934516,-71.437056
2017,1,17,17490100,ONT,0,34.056,-117.601194
2017,1,17,17490186,ATW,0,44.257408,-88.519476
2017,1,17,17490233,ATW,0,44.257408,-88.519476
2017,1,17,17490824,LAR,0,41.31205,-105.674986
2017,1,18,17510946,ONT,0,34.056,-117.601194
2017,1,18,17510947,ONT,0,34.056,-117.601194
2017,1,18,17510984,ONT,0,34.056,-117.601194
2017,1,18,17511021,ONT,0,34.056,-117.601194
2017,1,18,17511262,RDM,0,44.254067,-121.149963
2017,1,18,17511437,MRY,0,36.586983,-121.842948
2017,1,19,17519607,ATW,0,44.257408,-88.519476
2017,1,19,17519640,CWA,0,44.777619,-89.666779
2017,1,19,17522714,ATW,0,44.257408,-88.519476
2017,1,19,17523860,SUN,0,43.504841,-114.29659
2017,1,19,17524568,SUN,0,43.504841,-114.29659
2017,1,19,17524588,SUN,0,43.504841,-114.29659
2017,1,20,17537372,HOU,0,29.645419,-95.278889
2017,1,20,17537381,HOU,0,29.645419,-95.278889
2017,1,20,17537391,HOU,0,29.645419,-95.278889
2017,1,20,17537412,HOU,0,29.645419,-95.278889
2017,1,20,17537474,HOU,0,29.645419,-95.278889
2017,1,20,17543673,MQT,0,46.353639,-87.395361
2017,1,21,17550235,CWA,0,44.777619,-89.666779
2017,1,21,17552534,ATW,0,44.257408,-88.519476
2017,1,21,17552543,CWA,0,44.777619,-89.666779
2017,1,21,17556543,MYR,0,33.67975,-78.928333
2017,1,21,17556736,MSN,0,43.139858,-89.337514
2017,1,21,17557071,ATW,0,44.257408,-88.519476
2017,1,21,17557441,DVL,0,48.114245,-98.908778
2017,1,22,17561811,ATW,0,44.257408,-88.519476
2017,1,22,17561813,ATW,0,44.257408,-88.519476
2017,1,22,17562050,LGA,0,40.777243,-73.872609
2017,1,22,17564476,LGA,0,40.777243,-73.872609
2017,1,22,17565359,LGA,0,40.777243,-73.872609
2017,1,22,17565389,GTR,0,33.450334,-88.591369
2017,1,22,17565446,MSN,0,43.139858,-89.337514
2017,1,22,17566634,LGA,0,40.777243,-73.872609
2017,1,22,17567438,ATW,0,44.257408,-88.519476
2017,1,22,17567940,MRY,0,36.586983,-121.842948
2017,1,22,17567982,ONT,0,34.056,-117.601194
2017,1,22,17568589,BGM,0,42.208483,-75.979614
2017,1,22,17568641,BGM,0,42.208483,-75.979614
2017,1,22,17568655,MQT,0,46.353639,-87.395361
2017,1,22,17568709,ALB,0,42.748119,-73.802979
2017,1,22,17571353,CWA,0,44.777619,-89.666779
2017,1,22,17571923,PBG,0,44.65,-73.4689
2017,1,22,17573593,LGA,0,40.777243,-73.872609
2017,1,22,17574004,MHT,0,42.934516,-71.437056
2017,1,23,17576401,SWF,1917,41.504094,-74.104838
2017,1,23,17576692,LGA,0,40.777243,-73.872609
2017,1,23,17576695,LGA,0,40.777243,-73.872609
2017,1,23,17576995,LGA,0,40.777243,-73.872609
2017,1,23,17577066,LGA,0,40.777243,-73.872609
2017,1,23,17577072,LGA,0,40.777243,-73.872609
2017,1,23,17577129,LGA,0,40.777243,-73.872609
2017,1,23,17581447,LGA,0,40.777243,-73.872609
2017,1,23,17582468,LGA,0,40.777243,-73.872609
2017,1,23,17583694,PNS,0,30.473306,-87.187444
2017,1,23,17584157,LIT,0,34.729396,-92.224246
2017,1,23,17585426,TLH,0,30.396528,-84.350333
2017,1,23,17585763,GTR,0,33.450334,-88.591369
2017,1,23,17585789,BTR,0,30.533161,-91.149634
2017,1,23,17586945,BTR,0,30.533161,-91.149634
2017,1,23,17586955,BTR,0,30.533161,-91.149634
2017,1,23,17587288,LGA,0,40.777243,-73.872609
2017,1,23,17587316,LGA,0,40.777243,-73.872609
2017,1,23,17587342,LGA,0,40.777243,-73.872609
2017,1,23,17587729,ATW,0,44.257408,-88.519476
2017,1,23,17588200,SUN,0,43.504841,-114.29659
2017,1,23,17588909,SUN,0,43.504841,-114.29659
2017,1,23,17588928,SUN,0,43.504841,-114.29659
2017,1,23,17589091,MQT,0,46.353639,-87.395361
2017,1,24,17591585,MHT,0,42.934516,-71.437056
2017,1,24,17599351,LGA,0,40.777243,-73.872609
2017,1,24,17604340,BGM,0,42.208483,-75.979614
2017,1,25,17607381,SUN,0,43.504841,-114.29659
2017,1,27,17639449,ONT,0,34.056,-117.601194
2017,1,27,17640143,ONT,0,34.056,-117.601194
2017,1,27,17649642,ONT,0,34.056,-117.601194
2017,1,30,17687096,LGA,0,40.777243,-73.872609
2017,1,30,17687131,LGA,0,40.777243,-73.872609
2017,1,31,17692819,EWR,0,40.692497,-74.168661
2017,1,31,17692851,EWR,0,40.692497,-74.168661
2017,1,31,17692854,LGA,0,40.777243,-73.872609
2017,1,31,17692860,EWR,0,40.692497,-74.168661
2017,1,31,17692895,EWR,0,40.692497,-74.168661
2017,1,31,17693291,LGA,0,40.777243,-73.872609
2017,1,31,17701182,EWR,0,40.692497,-74.168661
2017,1,31,17702638,BTM,0,45.954795,-112.49746
2017,1,31,17703049,HOU,0,29.645419,-95.278889
2017,1,31,17703500,LGA,0,40.777243,-73.872609
2017,1,31,17706060,EWR,0,40.692497,-74.168661
2017,1,31,17706142,LGA,0,40.777243,-73.872609
2017,1,31,17706395,EWR,0,40.692497,-74.168661
2017,2,1,17709855,JAC,0,43.607324,-110.737739
2017,2,2,17736068,ONT,0,34.056,-117.601194
2017,2,2,17736070,ONT,0,34.056,-117.601194
2017,2,2,17736122,ONT,0,34.056,-117.601194
2017,2,2,17736399,RDM,0,44.254067,-121.149963
2017,2,2,17736578,MRY,0,36.586983,-121.842948
2017,2,3,17739878,SUN,0,43.504841,-114.29659
2017,2,3,17739978,ONT,0,34.056,-117.601194
2017,2,3,17740014,ONT,0,34.056,-117.601194
2017,2,3,17740064,ONT,0,34.056,-117.601194
2017,2,3,17740330,RDM,0,44.254067,-121.149963
2017,2,3,17740515,MRY,0,36.586983,-121.842948
2017,2,3,17740581,SUN,0,43.504841,-114.29659
2017,2,3,17740601,SUN,0,43.504841,-114.29659
2017,2,4,17759973,SUN,0,43.504841,-114.29659
2017,2,4,17759981,SUN,0,43.504841,-114.29659
2017,2,6,17789965,ONT,0,34.056,-117.601194
2017,2,6,17790307,MRY,0,36.586983,-121.842948
2017,2,6,17791010,SUN,0,43.504841,-114.29659
2017,2,6,17791719,SUN,0,43.504841,-114.29659
2017,2,6,17791738,SUN,0,43.504841,-114.29659
2017,2,7,17794711,SUN,0,43.504841,-114.29659
2017,2,7,17794838,MRY,0,36.586983,-121.842948
2017,2,7,17794840,ONT,0,34.056,-117.601194
2017,2,7,17794845,ONT,0,34.056,-117.601194
2017,2,7,17795146,RDM,0,44.254067,-121.149963
2017,2,7,17795325,MRY,0,36.586983,-121.842948
2017,2,7,17795389,SUN,0,43.504841,-114.29659
2017,2,7,17795405,SUN,0,43.504841,-114.29659
2017,2,7,17795564,MQT,0,46.353639,-87.395361
2017,2,7,17804284,ATW,0,44.257408,-88.519476
2017,2,7,17804600,ATW,0,44.257408,-88.519476
2017,2,7,17806393,PBG,0,44.65,-73.4689
2017,2,8,17807817,LGA,0,40.777243,-73.872609
2017,2,8,17807848,LGA,0,40.777243,-73.872609
2017,2,8,17808020,EWR,0,40.692497,-74.168661
2017,2,8,17815291,EWR,0,40.692497,-74.168661
2017,2,8,17817653,MQT,0,46.353639,-87.395361
